Unnamed: 0.1,Unnamed: 0,ai4bharat,Profanity,Profanity_Matched_Pattern,Offensive,Offensive_Matched_Pattern,Gender,preprocessing_text,Label,Combined_Label,tokenized_text,embeddings
416,1779,भिम रावलको जिल्ला पुग्दा वहाँलाई पनि सम्झिन नबिर्सिनुस है बा😀❤️,0.0,,0.0,,1,भिम रावल जिल्ला पुग् वहाँ सम्झिन नबिर्सिनुस है बा,0,"[1, 0]","['भिम', 'रावल', 'जिल्ला', 'पुग्', 'वहाँ', 'सम्झिन', 'नबिर्सिनुस', 'है', 'बा']","[[ 0.29957616 -0.44119442  0.3793004  ... -0.13072482 -0.07616203
  -0.2583593 ]
 [ 0.14220333 -0.33206362  0.37184    ...  0.00737165  0.09108564
  -0.2563851 ]
 [ 0.11777294 -0.18301055  0.1469151  ...  0.12426231 -0.12241039
  -0.3725468 ]
 ...
 [ 0.23621735 -0.2641735   0.364545   ... -0.0687694   0.04620235
  -0.22761938]
 [ 0.08802316 -0.35415986  0.54558    ...  0.07246638  0.08386338
  -0.21925436]
 [ 0.20698574 -0.25092602  0.96867466 ...  0.10920687  0.25774103
   0.22578505]]"
315,1685,नेता मा हुनुपर्ने गुण यस्तो हुन्छ सबैमा यस्तै होस् भन्ने चाहन्छु।,0.0,,0.0,,0,नेता हु गुण यस्तै चाहन्छु,0,"[0, 0]","['नेता', 'हु', 'गुण', 'यस्तै', 'चाहन्छु']","[[ 1.8394196e-01 -3.1344259e-01  6.3692826e-01 ...  1.3203661e-01
   8.8133812e-03 -2.4350338e-01]
 [ 2.2607405e-01 -3.4326386e-01  2.5505421e-01 ...  3.8693246e-02
   2.8114747e-02 -3.0335394e-01]
 [ 6.5807581e-02 -3.9124593e-01  2.8926623e-01 ... -2.9984536e-02
  -2.3875928e-01 -5.1635408e-01]
 ...
 [ 2.5652927e-01 -1.8422686e-01  9.7933747e-02 ...  1.1329240e-01
   6.1724551e-02 -3.1178671e-01]
 [ 1.3061227e-01 -3.3904725e-01  4.5188278e-01 ... -4.2628497e-05
  -3.0939313e-02 -2.6271904e-01]
 [ 1.3568243e-01 -2.2531179e-01  1.0532072e+00 ...  9.0019837e-02
   3.6097360e-01  1.9710726e-01]]"
870,482,रेबिज को सुइ लगाउनु पर्छ इनिहरु लाइ,0.0,,0.0,,1,रेबिज सुइ लगाउ इनि,0,"[1, 0]","['रेबिज', 'सुइ', 'लगाउ', 'इनि']","[[ 0.31268805 -0.14079648  0.20171149 ...  0.17549136 -0.07811551
  -0.46661392]
 [ 0.18046471 -0.40161082  0.3225001  ...  0.03603723  0.16295567
  -0.27383736]
 [ 0.21579312 -0.296946    0.48521984 ... -0.12232453  0.0817
  -0.38458383]
 ...
 [ 0.0199904  -0.3780114   0.36264354 ...  0.07574078 -0.10647638
  -0.45839432]
 [ 0.06236155 -0.30900273  0.39742637 ... -0.04445061  0.04903186
  -0.18852848]
 [ 0.21849373 -0.21925175  1.1003401  ...  0.10099378  0.20802699
   0.1806022 ]]"
43,683,डोन'टी ट्राइ टो कम्पेयर विथ यामा बुद्ध❤️आईबी वास आ अल्वेज बेस्ट र्यापर फ्रम नेपाल🇳🇵💯,0.0,,0.0,,1,डोनटी ट्राइ टो कम्पेयर विथ बुद्धआईबी वास आ अल्वेज बेस्ट र्यापर फ्रम नेपाल,0,"[1, 0]","['डोनटी', 'ट्राइ', 'टो', 'कम्पेयर', 'विथ', 'बुद्धआईबी', 'वास', 'आ', 'अल्वेज', 'बेस्ट', 'र्यापर', 'फ्रम', 'नेपाल']","[[ 0.4182449  -0.3345463   0.58738434 ... -0.00350371  0.00785185
  -0.7014231 ]
 [ 0.22241533 -0.34449413  0.4158905  ... -0.07315208  0.06092963
  -0.26205787]
 [-0.00480758 -0.43461984  0.34154454 ...  0.00207468  0.16545546
  -0.46331784]
 ...
 [ 0.12815069 -0.36675304  0.62332594 ...  0.01572841  0.24257445
  -0.11967426]
 [ 0.38890705 -0.6742364   0.82187873 ...  0.34134075 -0.18223147
   0.05144049]
 [ 0.13326791 -0.19564103  0.6801164  ...  0.02725925  0.2643953
   0.00760124]]"
34,1114,यता सबै राम्रो नै छ उतै कतै मिलाएर बसे हुन्छ सकेसम्म काठमाडौं नफर्किदा अझै राम्रो हुन्थो,0.0,,0.0,,1,यता उतै मिलाएर बसे सकेसम्म काठमाडौं नफर्क हुन्थो,0,"[1, 0]","['यता', 'उतै', 'मिलाएर', 'बसे', 'सकेसम्म', 'काठमाडौं', 'नफर्क', 'हुन्थो']","[[ 0.4315874  -0.2565804   0.26659036 ... -0.08561963  0.33238018
  -0.39696586]
 [ 0.18664901 -0.32414934  0.20442308 ... -0.03093367  0.13298394
  -0.3536588 ]
 [ 0.03917596 -0.21758126  0.44240856 ...  0.0857913  -0.08507302
  -0.23328336]
 ...
 [ 0.23698631 -0.31247568  0.24878168 ...  0.08127017  0.07566825
  -0.3331564 ]
 [ 0.25003073 -0.3015033   0.43656656 ... -0.02285297  0.14644082
  -0.34903955]
 [ 0.22775728 -0.19416595  0.9856969  ...  0.00694362  0.24620774
   0.10818273]]"
105,880,रिप मुग,0.0,,0.0,,1,रिप मुग,0,"[1, 0]","['रिप', 'मुग']","[[ 0.31268805 -0.14079648  0.20171149 ...  0.17549136 -0.07811551
  -0.46661392]
 [ 0.0452148  -0.2537846   0.37236902 ...  0.0183438   0.10462803
  -0.14723639]
 [ 0.27921903 -0.3977005   0.5432423  ...  0.08988382 -0.1734179
  -0.31923676]
 [ 0.1695959  -0.24894892  0.6493482  ... -0.08379127  0.06243627
  -0.36178476]
 [ 0.12568891 -0.26368785  0.98013866 ...  0.1099208   0.4636544
   0.20267656]]"
728,148,"ट्वाईलेट पेपर आयात बन्द गरौं,,
स्वदेशी कान्तिपुर पत्रिका प्रयोग गरी आत्म निर्भर बनौं !!✌🏿",0.0,,0.0,,1,ट्वाईलेट पेपर आयात बन्द गरौं स्वदेशी कान्तिपुर पत्रि प्रयोग निर्भर बनौ 🏿,0,"[1, 0]","['ट्वाईलेट', 'पेपर', 'आयात', 'बन्द', 'गरौं', 'स्वदेशी', 'कान्तिपुर', 'पत्रि', 'प्रयोग', 'निर्भर', 'बनौ', '🏿']","[[ 0.34769994 -0.03484006  0.30597413 ...  0.18863598  0.02423341
  -0.49044287]
 [ 0.08262206 -0.40295622  0.37542814 ... -0.10161415  0.08088988
  -0.21938959]
 [ 0.29229033 -0.30599716  0.52738583 ...  0.04891699  0.15370654
  -0.30963588]
 ...
 [ 0.14627315 -0.24463102  0.41775882 ... -0.02583294  0.14545941
  -0.21912745]
 [ 0.05110586 -0.2967868   0.12665899 ...  0.17073873 -0.04483774
  -0.3145228 ]
 [ 0.1260595  -0.17186505  0.9325687  ...  0.02245007  0.28773928
   0.14260824]]"
179,589,नेताका नेता मित्र हुन्छ्न तर कार्यकर्ता का कार्यकर्ता चाहिँ दुस्मन,0.0,,0.0,,1,नेता नेता मित्र हुन्छ्न कार्यकर्ता कार्यकर्ता चाहिँ दुस्मन,0,"[1, 0]","['नेता', 'नेता', 'मित्र', 'हुन्छ्न', 'कार्यकर्ता', 'कार्यकर्ता', 'चाहिँ', 'दुस्मन']","[[ 0.18394196 -0.3134426   0.63692826 ...  0.13203661  0.00881338
  -0.24350338]
 [ 0.22607405 -0.34326386  0.2550542  ...  0.03869325  0.02811475
  -0.30335394]
 [ 0.18021132 -0.28672087  0.6400759  ...  0.11925454 -0.0047028
  -0.25756407]
 ...
 [ 0.07439667 -0.23792061  0.343871   ... -0.12225708 -0.16303204
  -0.36646256]
 [ 0.09737426 -0.3011741   0.45475984 ...  0.02431303  0.05349465
  -0.29073697]
 [ 0.13547872 -0.17546457  1.0493308  ...  0.04783072  0.2467223
   0.13168237]]"
590,221,नागरिकता ले पोल्यो क्या पोल्यो सत्य कुरा नलुकाउ बुढा निको चैट हुन्छ,0.0,,0.0,,0,नागरिकता पोल् क्या पोल् सत्य नलुकाउ बुढा चैट,0,"[0, 0]","['नागरिकता', 'पोल्', 'क्या', 'पोल्', 'सत्य', 'नलुकाउ', 'बुढा', 'चैट']","[[ 0.15031609 -0.16626959  0.3272973  ...  0.11619974 -0.06073339
  -0.32128954]
 [ 0.1135105  -0.26526493  0.62095225 ... -0.0687663   0.09490583
  -0.29953176]
 [ 0.1765614  -0.33595255  0.40801144 ... -0.00178389  0.17203434
  -0.36744213]
 ...
 [ 0.09182449 -0.27420637  0.43045598 ... -0.01242614  0.04950106
  -0.250208  ]
 [ 0.20979518 -0.23981631  0.3512928  ...  0.14258786  0.2144494
  -0.3399429 ]
 [ 0.1158217  -0.24901865  0.8741641  ...  0.09300496  0.30905473
   0.25721312]]"
607,814,पगल,0.0,,0.0,,1,पगल,0,"[1, 0]",['पगल'],"[[ 0.38484222 -0.2841416   0.4976703  ...  0.19942373 -0.12245282
  -0.23901208]
 [ 0.15052289 -0.22107832  0.47585845 ... -0.1032848  -0.01460659
  -0.25281394]
 [ 0.10820778 -0.16881002  0.92107385 ...  0.01651257  0.28017384
   0.1616824 ]]"
853,491,विटेन भाइ को भोली भयाना है।,0.0,,0.0,,1,विटेन भाइ भोली भयाना है,0,"[1, 0]","['विटेन', 'भाइ', 'भोली', 'भयाना', 'है']","[[ 0.27694225 -0.09271586  0.12120874 ...  0.1669963   0.02506065
  -0.66060066]
 [ 0.1892904  -0.23982124  0.3783459  ...  0.1426407   0.23047118
  -0.30764148]
 [ 0.22447173 -0.21207087  0.2358143  ...  0.07399539  0.01575441
  -0.17235821]
 ...
 [ 0.2571064  -0.35004717  0.5804846  ... -0.09217934 -0.01350087
  -0.31348383]
 [ 0.2697907  -0.16905563  0.12344995 ...  0.06349891 -0.08714996
  -0.32975358]
 [ 0.06184991 -0.21247505  1.0662986  ...  0.11924294  0.35265046
   0.1406762 ]]"
36,445,भेडो रहिछ बाख्रो हरयछ,0.0,,0.0,,0,भेडो रह बाख्रो हरय,0,"[0, 0]","['भेडो', 'रह', 'बाख्रो', 'हरय']","[[ 0.29957616 -0.44119442  0.3793004  ... -0.13072482 -0.07616203
  -0.2583593 ]
 [ 0.06173179 -0.26267534  0.28527778 ...  0.0796376   0.1665457
  -0.33371535]
 [ 0.21353994 -0.28923053  0.38076535 ...  0.12346542  0.14200287
  -0.23936492]
 ...
 [ 0.4529248  -0.57124907  0.20556566 ... -0.03521843 -0.13955268
   0.02811315]
 [ 0.22947372 -0.38318753  0.3632016  ... -0.13978738  0.06962739
  -0.36261493]
 [ 0.12301973 -0.25961667  1.149294   ...  0.15988576  0.33466148
   0.17756866]]"
226,365,अली अली आश लाग्नी नेता नै येस्तो गु खानी कुरा गार्क्सन जानी जानी आने कसरी बैंक्स देश,0.0,,0.0,,1,अली अली आश लाग्नी नेता येस्तो गु खानी गार्क्सन जानी जानी आ बैंक्स देश,0,"[1, 0]","['अली', 'अली', 'आश', 'लाग्नी', 'नेता', 'येस्तो', 'गु', 'खानी', 'गार्क्सन', 'जानी', 'जानी', 'आ', 'बैंक्स', 'देश']","[[ 0.27592593 -0.40434152  0.20305403 ... -0.06694591  0.18527146
  -0.5896789 ]
 [ 0.17218499 -0.2765066   0.2992586  ... -0.12632814  0.02066023
  -0.13497943]
 [ 0.15430167 -0.43936902  0.27077478 ... -0.14209148  0.14003439
  -0.49948478]
 ...
 [ 0.18151143 -0.17861935  0.2945646  ... -0.2030397   0.10189869
  -0.22193412]
 [ 0.21090882 -0.46182534  0.73263776 ...  0.10222514  0.07876366
  -0.0313969 ]
 [ 0.19242784 -0.18046957  0.8484006  ...  0.00372999  0.261384
   0.06344837]]"
543,683,अनि इन्डिया सँग कम्पेयर ना गर ब्रो नेपाल लाई....नेपाल पल्लो च्यु मा प्नि आउदैन इन्डिया को,0.0,,0.0,,1,अनि इन्डिया कम्पेयर ना गर ब्रो नेपाल लाईनेपाल पल्लो च्यु प्नि आउदैन इन्डिया,0,"[1, 0]","['अनि', 'इन्डिया', 'कम्पेयर', 'ना', 'गर', 'ब्रो', 'नेपाल', 'लाईनेपाल', 'पल्लो', 'च्यु', 'प्नि', 'आउदैन', 'इन्डिया']","[[ 2.75925934e-01 -4.04341519e-01  2.03054026e-01 ... -6.69459105e-02
   1.85271457e-01 -5.89678884e-01]
 [ 1.10819936e-04 -2.39587754e-01  3.17853689e-01 ... -2.29508094e-02
   3.52398679e-02 -3.14134747e-01]
 [ 2.53940076e-02 -3.14508349e-01  2.95501471e-01 ... -4.49490249e-02
  -1.65162962e-02 -3.98549139e-01]
 ...
 [ 1.57169744e-01 -4.01157886e-01  4.24116373e-01 ... -1.54274642e-01
   1.30745620e-01 -3.67626548e-01]
 [ 3.34672272e-01 -2.64401942e-01  3.72472644e-01 ... -9.45568532e-02
   1.52025908e-01 -2.99622774e-01]
 [ 6.72511905e-02 -3.81862044e-01  9.26126420e-01 ...  1.07845157e-01
   4.35284793e-01  2.26318598e-01]]"
12,523,देउवा सङ्गै रावल जि लाई पनि यहि भनेर सम्झेको भए सुनमा सुगन्ध आउँथ्यो❤️,0.0,,0.0,,1,देउवा सङ्गै रावल जि यहि भनेर सम्झ सुन सुगन्ध आउँ,0,"[1, 0]","['देउवा', 'सङ्गै', 'रावल', 'जि', 'यहि', 'भनेर', 'सम्झ', 'सुन', 'सुगन्ध', 'आउँ']","[[ 3.94866526e-01 -3.22480649e-01  5.67178607e-01 ... -1.61417276e-01
  -1.58314243e-01 -3.65730166e-01]
 [ 9.08432305e-02 -2.03241572e-01  2.13406563e-01 ...  4.06749547e-04
   1.84602216e-01 -2.99755931e-01]
 [ 2.19190240e-01 -2.00497955e-01  3.72083187e-01 ... -2.30974704e-02
  -7.18180016e-02 -3.60313952e-01]
 ...
 [ 1.28089026e-01 -2.38780245e-01  1.13101602e-01 ...  4.83451486e-02
   1.43711239e-01 -2.82552719e-01]
 [ 2.92267501e-01 -2.55602032e-01  3.19278479e-01 ...  1.85248598e-01
  -8.57123286e-02 -1.84832558e-01]
 [ 1.20903835e-01 -2.22951576e-01  1.06855750e+00 ...  1.52136505e-01
   4.61441308e-01  2.46042326e-01]]"
355,181,ठमेल को कुन झटुको ढल्फुटेर जन्मेक्सा 😆,0.0,,0.0,,1,ठमेल कुन झटु ढल्फुटेर जन्मेक्सा,0,"[1, 0]","['ठमेल', 'कुन', 'झटु', 'ढल्फुटेर', 'जन्मेक्सा']","[[ 0.14833449 -0.22531599  0.18312456 ... -0.23613799  0.01388063
  -0.280989  ]
 [ 0.08299823 -0.40014666  0.5316237  ... -0.11949086 -0.01468635
  -0.32283932]
 [ 0.21471623 -0.35945386  0.32291764 ...  0.04411944  0.3052501
  -0.326305  ]
 ...
 [ 0.21326327 -0.22362174  0.1529076  ... -0.19412862  0.16954716
  -0.1574242 ]
 [ 0.07915045 -0.3506391   0.5753827  ...  0.03270551  0.04003453
  -0.26576623]
 [ 0.20698574 -0.25092602  0.96867466 ...  0.10920687  0.25774103
   0.22578505]]"
312,748,यामा बुढा इस लिजेन्ड नेपहप किङ इन नेपाल हे इस अमेजिङ र्यापर इ लव इट,0.0,,0.0,,1,बुढा इस लिजेन्ड नेपहप किङ इन नेपाल हे इस अमेजिङ र्यापर इ लव इट,0,"[1, 0]","['बुढा', 'इस', 'लिजेन्ड', 'नेपहप', 'किङ', 'इन', 'नेपाल', 'हे', 'इस', 'अमेजिङ', 'र्यापर', 'इ', 'लव', 'इट']","[[ 0.34195864 -0.08143243  0.28660244 ...  0.04251331  0.10173769
  -0.34954166]
 [ 0.10228305 -0.42305923  0.7802513  ...  0.05610745 -0.08272889
  -0.21968478]
 [ 0.26852727 -0.34481674  0.52379215 ... -0.0586718   0.09618086
  -0.41152334]
 ...
 [ 0.10637949 -0.30595982  0.28589642 ... -0.03396874  0.10277436
  -0.38198414]
 [ 0.16555026 -0.28907046  0.3138336  ...  0.12337542  0.15632702
  -0.30781686]
 [ 0.1158217  -0.24901865  0.8741641  ...  0.09300496  0.30905473
   0.25721312]]"
502,886,मेरो कुरा काट्नेहरु तिमीहरूलाई  दुर्गेश थापा जस्तो साथी परोस् 😤🥺,0.0,,0.0,,0,काट् दुर्गेश थापा सा परोस्,0,"[0, 0]","['काट्', 'दुर्गेश', 'थापा', 'सा', 'परोस्']","[[ 0.29261443 -0.1196775   0.01931077 ... -0.0451236  -0.19316426
  -0.2234202 ]
 [ 0.22185642 -0.27644625  0.35365036 ...  0.12016836  0.24977504
  -0.29748505]
 [ 0.0064794  -0.315243    0.4775009  ...  0.05425883  0.08438887
  -0.25530052]
 ...
 [ 0.12153611 -0.38121116  0.3367648  ...  0.18300158  0.01936032
  -0.41582987]
 [ 0.0430956  -0.33866078  0.44849217 ...  0.02994518  0.06734645
  -0.23985249]
 [ 0.25341016 -0.18208097  1.0383427  ... -0.00321852  0.27446157
   0.1625104 ]]"
731,52,"स्मार्ट सिटी ❤️😊
#मिर्चैया",0.0,,0.0,,1,स्मार्ट सिटी मिर्चैया,0,"[1, 0]","['स्मार्ट', 'सिटी', 'मिर्चैया']","[[ 0.4630782  -0.27595875  0.46158284 ...  0.18881722 -0.09651974
  -0.44423556]
 [ 0.16265193 -0.2208397   0.5480879  ... -0.23327698  0.13369891
  -0.26068243]
 [ 0.14596336 -0.33817077  0.4437803  ...  0.14794995 -0.01751724
  -0.42500556]
 ...
 [ 0.11487284 -0.28842676  0.4654801  ... -0.02345211  0.0252656
  -0.25783432]
 [ 0.10306036 -0.44354042  0.29599217 ... -0.04883951  0.14352332
  -0.12452873]
 [-0.03027785 -0.2527227   0.97378147 ...  0.18458962  0.39107144
   0.07589133]]"
